From,To,n_played,Region
Cogcog (Ryohei Matsuda),GalB (Lee Ju-hyeob (이주협)),11,LJL/Japan
Cogcog (Ryohei Matsuda),Lillebelt (Yoshiaki Koka (江夏 義昭)),29,LJL/Japan
Cogcog (Ryohei Matsuda),Rkp (Rikiya Yuasa),40,LJL/Japan
Cogcog (Ryohei Matsuda),aripo (Eisho Nagata),9,LJL/Japan
Corn (Hong Jae-hee) (Hong Jae-hee (홍재희)),GalB (Lee Ju-hyeob (이주협)),11,LJL/Japan
Corn (Hong Jae-hee) (Hong Jae-hee (홍재희)),HW4NG (Hwang Young-sik (황영식)),11,LJL/Japan
Corn (Hong Jae-hee) (Hong Jae-hee (홍재희)),Lillebelt (Yoshiaki Koka (江夏 義昭)),4,LJL/Japan
Corn (Hong Jae-hee) (Hong Jae-hee (홍재희)),Rkp (Rikiya Yuasa),15,LJL/Japan
Corn (Hong Jae-hee) (Hong Jae-hee (홍재희)),aripo (Eisho Nagata),4,LJL/Japan
GalB (Lee Ju-hyeob (이주협)),HW4NG (Hwang Young-sik (황영식)),11,LJL/Japan
GalB (Lee Ju-hyeob (이주협)),Rkp (Rikiya Yuasa),11,LJL/Japan
HW4NG (Hwang Young-sik (황영식)),Rkp (Rikiya Yuasa),11,LJL/Japan
Lillebelt (Yoshiaki Koka (江夏 義昭)),Rkp (Rikiya Yuasa),29,LJL/Japan
Lillebelt (Yoshiaki Koka (江夏 義昭)),aripo (Eisho Nagata),9,LJL/Japan
Rkp (Rikiya Yuasa),aripo (Eisho Nagata),9,LJL/Japan
Alps (Tatsumi Suzuki),Arfoad (Kento Inoue),4,LJL/Japan
Alps (Tatsumi Suzuki),RhythmAsalt (Masaya Yamauchi),4,LJL/Japan
Alps (Tatsumi Suzuki),Ryavka (Yusuke Hagimoto),4,LJL/Japan
Alps (Tatsumi Suzuki),Serick (Masato Hidaka),4,LJL/Japan
Arfoad (Kento Inoue),Mugoon (Ryo Sameshima),4,LJL/Japan
Arfoad (Kento Inoue),RhythmAsalt (Masaya Yamauchi),11,LJL/Japan
Arfoad (Kento Inoue),Ryavka (Yusuke Hagimoto),8,LJL/Japan
Arfoad (Kento Inoue),Serick (Masato Hidaka),8,LJL/Japan
Arfoad (Kento Inoue),Yoshiaki (Yoshiaki Matsuura),5,LJL/Japan
Mugoon (Ryo Sameshima),RhythmAsalt (Masaya Yamauchi),4,LJL/Japan
Mugoon (Ryo Sameshima),Ryavka (Yusuke Hagimoto),4,LJL/Japan
Mugoon (Ryo Sameshima),Serick (Masato Hidaka),4,LJL/Japan
Mugoon (Ryo Sameshima),Yoshiaki (Yoshiaki Matsuura),2,LJL/Japan
RhythmAsalt (Masaya Yamauchi),Ryavka (Yusuke Hagimoto),8,LJL/Japan
RhythmAsalt (Masaya Yamauchi),Serick (Masato Hidaka),8,LJL/Japan
RhythmAsalt (Masaya Yamauchi),Yoshiaki (Yoshiaki Matsuura),5,LJL/Japan
Ryavka (Yusuke Hagimoto),Serick (Masato Hidaka),8,LJL/Japan
Ryavka (Yusuke Hagimoto),Yoshiaki (Yoshiaki Matsuura),2,LJL/Japan
Serick (Masato Hidaka),Yoshiaki (Yoshiaki Matsuura),2,LJL/Japan
Astarore (Yuta Hiratsuka),Atu (Liang Chang-Wei (梁昌煒)),5,LJL/Japan
Astarore (Yuta Hiratsuka),Ceros (Kyohei Yoshida (吉田 恭平)),27,LJL/Japan
Astarore (Yuta Hiratsuka),Kazu (Kazuta Suzuki (鈴木 和太)),18,LJL/Japan
Astarore (Yuta Hiratsuka),Rokenia (Jun Young-dae (전영대)),14,LJL/Japan
Astarore (Yuta Hiratsuka),Yutapon (Yuta Sugiura (杉浦 悠太)),27,LJL/Japan
Atu (Liang Chang-Wei (梁昌煒)),Ceros (Kyohei Yoshida (吉田 恭平)),5,LJL/Japan
Atu (Liang Chang-Wei (梁昌煒)),Kazu (Kazuta Suzuki (鈴木 和太)),5,LJL/Japan
Atu (Liang Chang-Wei (梁昌煒)),Rokenia (Jun Young-dae (전영대)),5,LJL/Japan
Atu (Liang Chang-Wei (梁昌煒)),Yutapon (Yuta Sugiura (杉浦 悠太)),5,LJL/Japan
Ceros (Kyohei Yoshida (吉田 恭平)),Rokenia (Jun Young-dae (전영대)),24,LJL/Japan
Kazu (Kazuta Suzuki (鈴木 和太)),Rokenia (Jun Young-dae (전영대)),11,LJL/Japan
Rokenia (Jun Young-dae (전영대)),Yutapon (Yuta Sugiura (杉浦 悠太)),24,LJL/Japan
A M U S E 4 (Takashi Otsuka),Dara (Jeon Jeong-hoon (전정훈)),19,LJL/Japan
A M U S E 4 (Takashi Otsuka),Meron (Kiichi Watanabe),29,LJL/Japan
A M U S E 4 (Takashi Otsuka),ARK (Park Yeong-jin) (Park Yeong-jin (박영진)),3,LJL/Japan
A M U S E 4 (Takashi Otsuka),Tussle (Lee Moon-yong (이문용)),16,LJL/Japan
A M U S E 4 (Takashi Otsuka),kgtekito (Keiji Kato),5,LJL/Japan
A M U S E 4 (Takashi Otsuka),tei (Suzuto Shimizu),29,LJL/Japan
Dara (Jeon Jeong-hoon (전정훈)),ARK (Park Yeong-jin) (Park Yeong-jin (박영진)),3,LJL/Japan
Dara (Jeon Jeong-hoon (전정훈)),kgtekito (Keiji Kato),5,LJL/Japan
Meron (Kiichi Watanabe),ARK (Park Yeong-jin) (Park Yeong-jin (박영진)),3,LJL/Japan
Meron (Kiichi Watanabe),kgtekito (Keiji Kato),5,LJL/Japan
ARK (Park Yeong-jin) (Park Yeong-jin (박영진)),kgtekito (Keiji Kato),2,LJL/Japan
ARK (Park Yeong-jin) (Park Yeong-jin (박영진)),tei (Suzuto Shimizu),3,LJL/Japan
Tussle (Lee Moon-yong (이문용)),kgtekito (Keiji Kato),3,LJL/Japan
kgtekito (Keiji Kato),tei (Suzuto Shimizu),5,LJL/Japan
Alvingo (Choi Byeong-cheol (최병철)),Clockday (Kazuhiro Suzuki (鈴木 雄大)),15,LJL/Japan
Alvingo (Choi Byeong-cheol (최병철)),Evi (Shunsuke Murase (村瀬 俊介)),15,LJL/Japan
Alvingo (Choi Byeong-cheol (최병철)),Mueki (Kento Ojima),15,LJL/Japan
Alvingo (Choi Byeong-cheol (최병철)),SSuN (Oh Yeong-gyo) (Oh Yeong-gyo (오영교)),15,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),Evi (Shunsuke Murase (村瀬 俊介)),15,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),Mueki (Kento Ojima),28,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),SSuN (Oh Yeong-gyo) (Oh Yeong-gyo (오영교)),15,LJL/Japan
Evi (Shunsuke Murase (村瀬 俊介)),Mueki (Kento Ojima),15,LJL/Japan
Evi (Shunsuke Murase (村瀬 俊介)),SSuN (Oh Yeong-gyo) (Oh Yeong-gyo (오영교)),15,LJL/Japan
Mueki (Kento Ojima),SSuN (Oh Yeong-gyo) (Oh Yeong-gyo (오영교)),15,LJL/Japan
Ai (Aiitiro Oshima),Ars (Yudai Yamaya),2,LJL/Japan
Ai (Aiitiro Oshima),AyasK (Ryosuke Ohashi),10,LJL/Japan
Ai (Aiitiro Oshima),Henrietta (Yuya Sasagawa),4,LJL/Japan
Ai (Aiitiro Oshima),Keymaker (Hiroto Ito),10,LJL/Japan
Ai (Aiitiro Oshima),Lilly (Shohei Yokomitsu),10,LJL/Japan
Ai (Aiitiro Oshima),Namakemono (Kazuki Asai),4,LJL/Japan
Ars (Yudai Yamaya),AyasK (Ryosuke Ohashi),2,LJL/Japan
Ars (Yudai Yamaya),Keymaker (Hiroto Ito),2,LJL/Japan
Ars (Yudai Yamaya),Lilly (Shohei Yokomitsu),2,LJL/Japan
AyasK (Ryosuke Ohashi),Henrietta (Yuya Sasagawa),4,LJL/Japan
AyasK (Ryosuke Ohashi),Keymaker (Hiroto Ito),10,LJL/Japan
AyasK (Ryosuke Ohashi),Lilly (Shohei Yokomitsu),10,LJL/Japan
AyasK (Ryosuke Ohashi),Namakemono (Kazuki Asai),4,LJL/Japan
Henrietta (Yuya Sasagawa),Keymaker (Hiroto Ito),4,LJL/Japan
Henrietta (Yuya Sasagawa),Lilly (Shohei Yokomitsu),4,LJL/Japan
Keymaker (Hiroto Ito),Lilly (Shohei Yokomitsu),10,LJL/Japan
Keymaker (Hiroto Ito),Namakemono (Kazuki Asai),4,LJL/Japan
Lilly (Shohei Yokomitsu),Namakemono (Kazuki Asai),4,LJL/Japan
Astarore (Yuta Hiratsuka),BonziN (Keisuke Oda),22,LJL/Japan
BonziN (Keisuke Oda),HW4NG (Hwang Young-sik (황영식)),2,LJL/Japan
BonziN (Keisuke Oda),Kazu (Kazuta Suzuki (鈴木 和太)),19,LJL/Japan
BonziN (Keisuke Oda),Procxin (Kim Se-Young (김세영)),2,LJL/Japan
BonziN (Keisuke Oda),Rokenia (Jun Young-dae (전영대)),19,LJL/Japan
BonziN (Keisuke Oda),Yutapon (Yuta Sugiura (杉浦 悠太)),32,LJL/Japan
Ceros (Kyohei Yoshida (吉田 恭平)),HW4NG (Hwang Young-sik (황영식)),2,LJL/Japan
Ceros (Kyohei Yoshida (吉田 恭平)),Procxin (Kim Se-Young (김세영)),2,LJL/Japan
HW4NG (Hwang Young-sik (황영식)),Yutapon (Yuta Sugiura (杉浦 悠太)),2,LJL/Japan
Procxin (Kim Se-Young (김세영)),Rokenia (Jun Young-dae (전영대)),2,LJL/Japan
Procxin (Kim Se-Young (김세영)),Yutapon (Yuta Sugiura (杉浦 悠太)),2,LJL/Japan
Awaker (Kentaro Hanaoka) (Kentaro Hanaoka),Rainbrain (Shin Iwasaki),10,LJL/Japan
Awaker (Kentaro Hanaoka) (Kentaro Hanaoka),Zerost (Shotaro Ikeda (池田 翔太郎)),18,LJL/Japan
Estelim (Sho Takahashi),Rainbrain (Shin Iwasaki),10,LJL/Japan
Estelim (Sho Takahashi),Shinmori (Sho Shinmori),7,LJL/Japan
Estelim (Sho Takahashi),Zerost (Shotaro Ikeda (池田 翔太郎)),19,LJL/Japan
Rainbrain (Shin Iwasaki),Shinmori (Sho Shinmori),7,LJL/Japan
Rainbrain (Shin Iwasaki),Yutorimoyashi (Yuta Noguchi (野口 悠太)),10,LJL/Japan
Rainbrain (Shin Iwasaki),Zerost (Shotaro Ikeda (池田 翔太郎)),3,LJL/Japan
Yutorimoyashi (Yuta Noguchi (野口 悠太)),Zerost (Shotaro Ikeda (池田 翔太郎)),19,LJL/Japan
Challenger (Hiroki Tadokoro),Cogcog (Ryohei Matsuda),5,LJL/Japan
Challenger (Hiroki Tadokoro),Lillebelt (Yoshiaki Koka (江夏 義昭)),5,LJL/Japan
Challenger (Hiroki Tadokoro),Rkp (Rikiya Yuasa),5,LJL/Japan
Cogcog (Ryohei Matsuda),Inu (Akito Kuwabara),10,LJL/Japan
Cogcog (Ryohei Matsuda),apaMEN (Ryo Odagiri (小田桐 稜)),20,LJL/Japan
Inu (Akito Kuwabara),Lillebelt (Yoshiaki Koka (江夏 義昭)),10,LJL/Japan
Inu (Akito Kuwabara),Rkp (Rikiya Yuasa),10,LJL/Japan
Inu (Akito Kuwabara),apaMEN (Ryo Odagiri (小田桐 稜)),5,LJL/Japan
Lillebelt (Yoshiaki Koka (江夏 義昭)),apaMEN (Ryo Odagiri (小田桐 稜)),20,LJL/Japan
Rkp (Rikiya Yuasa),apaMEN (Ryo Odagiri (小田桐 稜)),20,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),Razer (Hiroaki Nagasima),1,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),ThintoN (Junya Matsuoka),10,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),yoshiaki3110 (Yoshiaki Saito (斉藤 義明)),11,LJL/Japan
Clockday (Kazuhiro Suzuki (鈴木 雄大)),yunn (Yuki Doi (土井 優希)),4,LJL/Japan
Enty (Ryosei Tanioka (谷岡 亮征)),Mueki (Kento Ojima),12,LJL/Japan
Enty (Ryosei Tanioka (谷岡 亮征)),Razer (Hiroaki Nagasima),1,LJL/Japan
Enty (Ryosei Tanioka (谷岡 亮征)),ThintoN (Junya Matsuoka),9,LJL/Japan
Enty (Ryosei Tanioka (谷岡 亮征)),yoshiaki3110 (Yoshiaki Saito (斉藤 義明)),10,LJL/Japan
Enty (Ryosei Tanioka (谷岡 亮征)),yunn (Yuki Doi (土井 優希)),3,LJL/Japan
Mueki (Kento Ojima),Razer (Hiroaki Nagasima),1,LJL/Japan
Mueki (Kento Ojima),ThintoN (Junya Matsuoka),10,LJL/Japan
Mueki (Kento Ojima),yoshiaki3110 (Yoshiaki Saito (斉藤 義明)),11,LJL/Japan
Mueki (Kento Ojima),yunn (Yuki Doi (土井 優希)),4,LJL/Japan
ThintoN (Junya Matsuoka),yoshiaki3110 (Yoshiaki Saito (斉藤 義明)),8,LJL/Japan
ThintoN (Junya Matsuoka),yunn (Yuki Doi (土井 優希)),4,LJL/Japan
yoshiaki3110 (Yoshiaki Saito (斉藤 義明)),yunn (Yuki Doi (土井 優希)),3,LJL/Japan
7kane (Motoki Asanuma (浅沼 元紀)),Awaker (Kentaro Hanaoka) (Kentaro Hanaoka),15,LJL/Japan
7kane (Motoki Asanuma (浅沼 元紀)),Estelim (Sho Takahashi),16,LJL/Japan
7kane (Motoki Asanuma (浅沼 元紀)),Evi (Shunsuke Murase (村瀬 俊介)),1,LJL/Japan
7kane (Motoki Asanuma (浅沼 元紀)),Yutorimoyashi (Yuta Noguchi (野口 悠太)),16,LJL/Japan
7kane (Motoki Asanuma (浅沼 元紀)),Zerost (Shotaro Ikeda (池田 翔太郎)),16,LJL/Japan
Evi (Shunsuke Murase (村瀬 俊介)),Zerost (Shotaro Ikeda (池田 翔太郎)),1,LJL/Japan
A M U S E 4 (Takashi Otsuka),Bakudanx (Alex Ortiz),3,LJL/Japan
A M U S E 4 (Takashi Otsuka),Envy (Yoshikazu Tanaka) (Yoshikazu Tanaka),7,LJL/Japan
A M U S E 4 (Takashi Otsuka),alk (Hiroyuki Okano),10,LJL/Japan
Bakudanx (Alex Ortiz),Meron (Kiichi Watanabe),3,LJL/Japan
Bakudanx (Alex Ortiz),alk (Hiroyuki Okano),3,LJL/Japan
Bakudanx (Alex Ortiz),tei (Suzuto Shimizu),3,LJL/Japan
Envy (Yoshikazu Tanaka) (Yoshikazu Tanaka),Meron (Kiichi Watanabe),7,LJL/Japan
Envy (Yoshikazu Tanaka) (Yoshikazu Tanaka),alk (Hiroyuki Okano),7,LJL/Japan
Envy (Yoshikazu Tanaka) (Yoshikazu Tanaka),tei (Suzuto Shimizu),7,LJL/Japan
Meron (Kiichi Watanabe),alk (Hiroyuki Okano),10,LJL/Japan
alk (Hiroyuki Okano),tei (Suzuto Shimizu),10,LJL/Japan
Rkp (Rikiya Yuasa),scottlyk (Yasuhiro Konaka),10,LJL/Japan
apaMEN (Ryo Odagiri (小田桐 稜)),scottlyk (Yasuhiro Konaka),10,LJL/Japan
Arfoad (Kento Inoue),Beni (Ryohei Tsuji),6,LJL/Japan
Arfoad (Kento Inoue),Joke (Takuya Hiraishi),5,LJL/Japan
Arfoad (Kento Inoue),Paz (Shirou Sasaki (佐々木 志郎)),6,LJL/Japan
Arfoad (Kento Inoue),Raphonitte (Takashi Yageta),2,LJL/Japan
Arfoad (Kento Inoue),Sweet (Ryota Murakami) (Ryota Murakami),6,LJL/Japan
Beni (Ryohei Tsuji),Day1 (Wataru Shimizu (清水 航)),5,LJL/Japan
Beni (Ryohei Tsuji),Joke (Takuya Hiraishi),5,LJL/Japan
Beni (Ryohei Tsuji),Paz (Shirou Sasaki (佐々木 志郎)),8,LJL/Japan
Beni (Ryohei Tsuji),Raphonitte (Takashi Yageta),6,LJL/Japan
Beni (Ryohei Tsuji),Sweet (Ryota Murakami) (Ryota Murakami),6,LJL/Japan
Beni (Ryohei Tsuji),toshibu (Tosiyasu Tamura),4,LJL/Japan
Day1 (Wataru Shimizu (清水 航)),Paz (Shirou Sasaki (佐々木 志郎)),3,LJL/Japan
Day1 (Wataru Shimizu (清水 航)),Raphonitte (Takashi Yageta),4,LJL/Japan
Day1 (Wataru Shimizu (清水 航)),Sweet (Ryota Murakami) (Ryota Murakami),1,LJL/Japan
Day1 (Wataru Shimizu (清水 航)),toshibu (Tosiyasu Tamura),4,LJL/Japan
Joke (Takuya Hiraishi),Paz (Shirou Sasaki (佐々木 志郎)),5,LJL/Japan
Joke (Takuya Hiraishi),Raphonitte (Takashi Yageta),2,LJL/Japan
Joke (Takuya Hiraishi),Sweet (Ryota Murakami) (Ryota Murakami),5,LJL/Japan
Paz (Shirou Sasaki (佐々木 志郎)),Raphonitte (Takashi Yageta),4,LJL/Japan
Paz (Shirou Sasaki (佐々木 志郎)),Sweet (Ryota Murakami) (Ryota Murakami),6,LJL/Japan
Paz (Shirou Sasaki (佐々木 志郎)),toshibu (Tosiyasu Tamura),2,LJL/Japan
Raphonitte (Takashi Yageta),Sweet (Ryota Murakami) (Ryota Murakami),2,LJL/Japan
Raphonitte (Takashi Yageta),toshibu (Tosiyasu Tamura),4,LJL/Japan
Arora (Kim Min-woo (김민우)),Arumik (Naoya Kimura),2,LJL/Japan
Arora (Kim Min-woo (김민우)),Cream (Heo Jun (허준)),2,LJL/Japan
Arora (Kim Min-woo (김민우)),Masyo (Shoma Sasaki),2,LJL/Japan
Arora (Kim Min-woo (김민우)),Raina (Shin Okubo),2,LJL/Japan
Arumik (Naoya Kimura),Asato (Yuutarou Asato),1,LJL/Japan
Arumik (Naoya Kimura),Cream (Heo Jun (허준)),3,LJL/Japan
Arumik (Naoya Kimura),Lago (Lee Tae-woon (이태운)),1,LJL/Japan
Arumik (Naoya Kimura),Masyo (Shoma Sasaki),3,LJL/Japan
Arumik (Naoya Kimura),Raina (Shin Okubo),2,LJL/Japan
Asato (Yuutarou Asato),Cream (Heo Jun (허준)),1,LJL/Japan
Asato (Yuutarou Asato),Lago (Lee Tae-woon (이태운)),1,LJL/Japan
Asato (Yuutarou Asato),Masyo (Shoma Sasaki),1,LJL/Japan
Cream (Heo Jun (허준)),Lago (Lee Tae-woon (이태운)),1,LJL/Japan
Cream (Heo Jun (허준)),Masyo (Shoma Sasaki),3,LJL/Japan
Cream (Heo Jun (허준)),Raina (Shin Okubo),2,LJL/Japan
Lago (Lee Tae-woon (이태운)),Masyo (Shoma Sasaki),1,LJL/Japan
Masyo (Shoma Sasaki),Raina (Shin Okubo),2,LJL/Japan
Ace (Kotoji Mugita) (Kotoji Mugita),Hollis (Lee Do-yeol (이도열)),3,LJL/Japan
Ace (Kotoji Mugita) (Kotoji Mugita),Lem0n (Yuya Kobayashi),3,LJL/Japan
Ace (Kotoji Mugita) (Kotoji Mugita),yasupenber (),3,LJL/Japan
River (Kim Dong-woo) (Kim Dong-woo (김동우)),Hollis (Lee Do-yeol (이도열)),3,LJL/Japan
River (Kim Dong-woo) (Kim Dong-woo (김동우)),Lem0n (Yuya Kobayashi),3,LJL/Japan
River (Kim Dong-woo) (Kim Dong-woo (김동우)),yasupenber (),3,LJL/Japan
Hollis (Lee Do-yeol (이도열)),Lem0n (Yuya Kobayashi),3,LJL/Japan
Lem0n (Yuya Kobayashi),yasupenber (),3,LJL/Japan
Alps (Tatsumi Suzuki),Legato (Tatsuo Narita),4,LJL/Japan
Lavie (Lee Ji-san (이지산)),Legato (Tatsuo Narita),4,LJL/Japan
Legato (Tatsuo Narita),Nap (Akihito Ohno),4,LJL/Japan
Legato (Tatsuo Narita),Shield (Song Ju-yeong) (Song Ju-yeong (송주영)),4,LJL/Japan
Legato (Tatsuo Narita),hachamecha (Dai Takai),4,LJL/Japan
Akasi (Kazuki Tomono),Dara (Jeon Jeong-hoon (전정훈)),4,LJL/Japan
Akasi (Kazuki Tomono),Reiya (Reiya Sakamoto),6,LJL/Japan
Akasi (Kazuki Tomono),Roki (Hiroki Yokoo),4,LJL/Japan
Akasi (Kazuki Tomono),Wilder (Jeong Jin-woo (정진우)),4,LJL/Japan
Dara (Jeon Jeong-hoon (전정훈)),Hope of Nation (Henrik Velnom),4,LJL/Japan
Dara (Jeon Jeong-hoon (전정훈)),Reiya (Reiya Sakamoto),4,LJL/Japan
Dara (Jeon Jeong-hoon (전정훈)),Wilder (Jeong Jin-woo (정진우)),4,LJL/Japan
Ami (Kim Dong-hyeon (김동현)),Reiya (Reiya Sakamoto),3,LJL/Japan
Hollis (Lee Do-yeol (이도열)),Reiya (Reiya Sakamoto),3,LJL/Japan
Legato (Tatsuo Narita),Reiya (Reiya Sakamoto),3,LJL/Japan
Reiya (Reiya Sakamoto),Zerost (Shotaro Ikeda (池田 翔太郎)),1,LJL/Japan
Bugi (Lee Seong-yeop (이성엽)),Mia (Choi Sang-in (최상인)),5,LJL/Japan
Bugi (Lee Seong-yeop (이성엽)),Mei (Masaru Hatate),5,LJL/Japan
Bugi (Lee Seong-yeop (이성엽)),Roki (Hiroki Yokoo),5,LJL/Japan
Bugi (Lee Seong-yeop (이성엽)),nororin (Naoki Niimi),5,LJL/Japan
Mia (Choi Sang-in (최상인)),Mei (Masaru Hatate),5,LJL/Japan
Mia (Choi Sang-in (최상인)),Roki (Hiroki Yokoo),5,LJL/Japan
Mia (Choi Sang-in (최상인)),nororin (Naoki Niimi),5,LJL/Japan
Mei (Masaru Hatate),Roki (Hiroki Yokoo),5,LJL/Japan
Mei (Masaru Hatate),nororin (Naoki Niimi),5,LJL/Japan
Roki (Hiroki Yokoo),nororin (Naoki Niimi),5,LJL/Japan
Razer (Hiroaki Nagasima),Shinmori (Sho Shinmori),3,LJL/Japan
Alps (Tatsumi Suzuki),mai (Wei Hong-Xiang (魏红湘)),3,LJL/Japan
Alps (Tatsumi Suzuki),yasupenber (),3,LJL/Japan
hachamecha (Dai Takai),mai (Wei Hong-Xiang (魏红湘)),3,LJL/Japan
hachamecha (Dai Takai),yasupenber (),3,LJL/Japan
mai (Wei Hong-Xiang (魏红湘)),yasupenber (),3,LJL/Japan
Akasi (Kazuki Tomono),CarilRui (Kentaro Katagiri),3,LJL/Japan
Astarore (Yuta Hiratsuka),CarilRui (Kentaro Katagiri),3,LJL/Japan
CarilRui (Kentaro Katagiri),Hollis (Lee Do-yeol (이도열)),3,LJL/Japan
CarilRui (Kentaro Katagiri),Legato (Tatsuo Narita),3,LJL/Japan
CarilRui (Kentaro Katagiri),MayZ (Yoo Se-hun (유세훈)),3,LJL/Japan
Air (Sota Kadoyama) (Sota Kadoyama),yasupenber (),3,LJL/Japan
Day1 (Wataru Shimizu (清水 航)),yasupenber (),3,LJL/Japan
DayDream (Kang Kyung-min (강경민)),yasupenber (),3,LJL/Japan
Mei (Masaru Hatate),yasupenber (),3,LJL/Japan
Search (Kim Jae-won (김재원)),yasupenber (),3,LJL/Japan
Claire (Brandon Nguyen),Dorothy (Aoi Yumoto),3,LJL/Japan
Claire (Brandon Nguyen),Misty (Keisuke Iei),3,LJL/Japan
Claire (Brandon Nguyen),Neat (Justin Hao),3,LJL/Japan
Claire (Brandon Nguyen),overthere (Takayuki Shinjo),3,LJL/Japan
Dorothy (Aoi Yumoto),Misty (Keisuke Iei),6,LJL/Japan
Dorothy (Aoi Yumoto),Neat (Justin Hao),3,LJL/Japan
Dorothy (Aoi Yumoto),overthere (Takayuki Shinjo),6,LJL/Japan
Misty (Keisuke Iei),Neat (Justin Hao),3,LJL/Japan
Misty (Keisuke Iei),overthere (Takayuki Shinjo),6,LJL/Japan
Neat (Justin Hao),overthere (Takayuki Shinjo),3,LJL/Japan
HW4NG (Hwang Young-sik (황영식)),Nap (Akihito Ohno),5,LJL/Japan
HW4NG (Hwang Young-sik (황영식)),NoA (Shunya Honda) (Shunya Honda),5,LJL/Japan
HW4NG (Hwang Young-sik (황영식)),Wyvern (Lee Jong-gyun (이종균)),5,LJL/Japan
HW4NG (Hwang Young-sik (황영식)),Yuki (Yuki Takahashi) (Yuki Takahashi),5,LJL/Japan
Nap (Akihito Ohno),NoA (Shunya Honda) (Shunya Honda),5,LJL/Japan
Nap (Akihito Ohno),Wyvern (Lee Jong-gyun (이종균)),5,LJL/Japan
Nap (Akihito Ohno),Yuki (Yuki Takahashi) (Yuki Takahashi),5,LJL/Japan
Dorothy (Aoi Yumoto),Kameda (Masahira Okamoto),3,LJL/Japan
Dorothy (Aoi Yumoto),Sylvia (Tatuyuki Hukuda),3,LJL/Japan
Kameda (Masahira Okamoto),Misty (Keisuke Iei),3,LJL/Japan
Kameda (Masahira Okamoto),Sylvia (Tatuyuki Hukuda),3,LJL/Japan
Kameda (Masahira Okamoto),overthere (Takayuki Shinjo),3,LJL/Japan
Misty (Keisuke Iei),Sylvia (Tatuyuki Hukuda),3,LJL/Japan
Sylvia (Tatuyuki Hukuda),overthere (Takayuki Shinjo),3,LJL/Japan
Inu (Akito Kuwabara),aripo (Eisho Nagata),5,LJL/Japan
Day1 (Wataru Shimizu (清水 航)),ShiRa (Tatsumi Shiraki) (Tatsumi Shiraki),5,LJL/Japan
Ilven (Rai Kei (赖基)),Search (Kim Jae-won (김재원)),5,LJL/Japan
Ilven (Rai Kei (赖基)),ShiRa (Tatsumi Shiraki) (Tatsumi Shiraki),5,LJL/Japan
Nova (Motoyuki Yamanaka) (Motoyuki Yamanaka),Search (Kim Jae-won (김재원)),5,LJL/Japan
Nova (Motoyuki Yamanaka) (Motoyuki Yamanaka),ShiRa (Tatsumi Shiraki) (Tatsumi Shiraki),5,LJL/Japan
Search (Kim Jae-won (김재원)),ShiRa (Tatsumi Shiraki) (Tatsumi Shiraki),5,LJL/Japan
Arfoad (Kento Inoue),CarilRui (Kentaro Katagiri),3,LJL/Japan
Arfoad (Kento Inoue),Mueki (Kento Ojima),3,LJL/Japan
CarilRui (Kentaro Katagiri),RhythmAsalt (Masaya Yamauchi),3,LJL/Japan
Mueki (Kento Ojima),RhythmAsalt (Masaya Yamauchi),3,LJL/Japan
Grell (Jesús Loya),Halier (Gabriel Negreiros),3,LL/Latin America
Grell (Jesús Loya),Jaeby (Jung Jae-hun (정재훈)),3,LL/Latin America
Grell (Jesús Loya),Kiefer (Nicolás Rivero),29,LL/Latin America
Grell (Jesús Loya),Mora (Jake Hammond),6,LL/Latin America
Grell (Jesús Loya),Pancake (Manuel Scala) (Manuel Scala),16,LL/Latin America
Grell (Jesús Loya),Ruin (Kim Hyeong-min (김형민)),8,LL/Latin America
Grell (Jesús Loya),WADID (Kim Bae-in (김배인)),12,LL/Latin America
Grell (Jesús Loya),Zothve (Cristóbal Arróspide),4,LL/Latin America
Halier (Gabriel Negreiros),Kiefer (Nicolás Rivero),3,LL/Latin America
Halier (Gabriel Negreiros),Pancake (Manuel Scala) (Manuel Scala),3,LL/Latin America
Halier (Gabriel Negreiros),Ruin (Kim Hyeong-min (김형민)),2,LL/Latin America
Halier (Gabriel Negreiros),WADID (Kim Bae-in (김배인)),3,LL/Latin America
Halier (Gabriel Negreiros),Zothve (Cristóbal Arróspide),1,LL/Latin America
Jaeby (Jung Jae-hun (정재훈)),Kiefer (Nicolás Rivero),3,LL/Latin America
Jaeby (Jung Jae-hun (정재훈)),Pancake (Manuel Scala) (Manuel Scala),3,LL/Latin America
Jaeby (Jung Jae-hun (정재훈)),Ruin (Kim Hyeong-min (김형민)),2,LL/Latin America
Jaeby (Jung Jae-hun (정재훈)),WADID (Kim Bae-in (김배인)),3,LL/Latin America
Jaeby (Jung Jae-hun (정재훈)),Zothve (Cristóbal Arróspide),1,LL/Latin America
Kiefer (Nicolás Rivero),Mora (Jake Hammond),6,LL/Latin America
Kiefer (Nicolás Rivero),Pancake (Manuel Scala) (Manuel Scala),13,LL/Latin America
